transaction_id,order_id,customer_id,invoice_date,due_date,amount,payment_date,payment_method,status,department,currency
FT81b42d6c,SO1d05cb5a,Cfbe3e017,2023-04-12,2023-05-24,465.76,2023-06-08,Überweisung,Bezahlt,Finanzen,EUR
FTfa7b28da,SO540610fd,Cb66030de,2023-08-20,2023-08-20,1185.84,2023-09-04,Lastschrift,Bezahlt,HR,EUR
FT367064ee,SO04e3aab4,Cf5ed7b3f,2024-04-22,2024-04-22,6714.12,2024-04-22,Lastschrift,Bezahlt,Einkauf,EUR
FT12db4905,SOc402624b,C10539d6f,2023-02-06,2023-04-07,7876.16,2023-04-12,Lastschrift,Bezahlt,Vertrieb,EUR
FTba94a094,SOb85b170e,C16aa833e,2023-11-25,2024-01-09,1628.6,2024-01-09,Lastschrift,Bezahlt,HR,EUR
FT48a15138,SOd60c28dc,C86091f04,2024-01-17,2024-03-17,4495.05,2024-03-17,Kreditkarte,Bezahlt,Vertrieb,EUR
FT23144bd4,SO7657217f,C3f843499,2024-12-13,2024-12-13,14.71,2024-12-18,Überweisung,Ausstehend,Finanzen,EUR
FTf82907f2,SO9d7eeabb,Ce80237a3,2024-01-07,2024-03-07,750.48,2024-03-07,Lastschrift,Bezahlt,Finanzen,EUR
FT91982a2c,SOf0cfe4f6,C846484d1,2023-08-22,2023-10-21,24497.58,2023-10-21,Lastschrift,Bezahlt,Vertrieb,EUR
FT37dc7ad2,SObbe03995,Cf8b4383e,2024-07-30,2024-07-30,2971.47,2024-07-30,Kreditkarte,Bezahlt,Finanzen,EUR
FT04b32908,SObbe03995,Cf8b4383e,2024-07-30,2024-07-30,5967.61,2024-08-06,Kreditkarte,Bezahlt,Finanzen,EUR
FT95bab432,SOb15fcb2d,C0cb40719,2023-06-09,2023-06-09,2658.24,2023-07-09,Lastschrift,Bezahlt,IT,EUR
FTcc50f116,SO55a26606,Cccb7af4a,2024-02-27,2024-03-24,10963.51,2024-03-24,Lastschrift,Bezahlt,Produktion,EUR
FTaca385b5,SOcb110487,C6e1dd11f,2023-06-23,2023-08-04,10219.71,2023-09-03,Kreditkarte,Bezahlt,IT,EUR
FT04b67308,SOa1a6a875,C208d4251,2023-02-03,2023-04-04,4188.32,2023-05-04,Kreditkarte,Bezahlt,Vertrieb,EUR
FT63ca0ab6,SO4707cd76,C16aa833e,2024-03-11,2024-04-25,611.0,2024-04-30,Kreditkarte,Bezahlt,HR,EUR
FT80e837f3,SO85e4b19a,Cf92b9ef9,2023-08-25,2023-09-24,1621.42,2023-10-09,Überweisung,Bezahlt,Produktion,EUR
FTcac4afa8,SO4406b9d3,C1b40d757,2024-04-12,2024-06-11,16199.0,2024-06-21,Überweisung,Bezahlt,IT,EUR
FT3bcf99a4,SO71c573ef,Ca14a6d03,2023-04-27,2023-04-27,2751.83,2023-05-12,Überweisung,Bezahlt,Einkauf,EUR
FTd90c0821,SO71c573ef,Ca14a6d03,2023-04-27,2023-04-27,2342.41,2023-05-16,Lastschrift,Bezahlt,Einkauf,EUR
FTe449ac46,SO2779ab76,,2023-01-06,2023-01-06,9343.33,2023-01-16,Überweisung,Bezahlt,IT,EUR
FTacac69f5,SOd144b389,C074fd1fe,2024-09-27,2024-09-25,15653.11,2024-10-05,Lastschrift,Bezahlt,IT,EUR
FT72f2eddd,SO6349d635,Cf7d98e3f,2024-03-07,2024-03-07,103.59,2024-03-17,Kreditkarte,Bezahlt,Vertrieb,EUR
FT989bd18b,SO3f8502ae,,2024-06-04,2024-08-03,2415.99,2024-09-02,Überweisung,Bezahlt,IT,EUR
FTd96be76b,SO3f8502ae,,2024-06-04,2024-08-03,4494.82,2024-09-11,Kreditkarte,Bezahlt,IT,EUR
FT8f298c2c,SOf5c68088,C12ba5ea5,2024-06-30,2024-08-14,4239.49,2024-08-19,Überweisung,Bezahlt,Produktion,EUR
FT247245c9,SOc781ef96,Cc2f96476,2023-10-31,2023-12-26,11172.57,2023-12-26,Lastschrift,Bezahlt,Finanzen,EUR
FT46f73619,SO473a7200,C3efad3f9,2023-01-09,2023-02-23,6049.06,2023-02-23,Lastschrift,Bezahlt,Einkauf,EUR
FTae7729c6,SOa9d3e7bb,Ca0780042,2024-06-21,2024-08-01,5786.31,2024-08-01,Kreditkarte,Bezahlt,Einkauf,EUR
FT9c17dc1a,SOdeef73f1,C93c31129,2024-02-21,2024-02-21,1005.93,2024-02-26,Kreditkarte,Bezahlt,Einkauf,EUR
FTc468c2e4,SO527a4482,C6e1dd11f,2023-09-21,2023-11-03,1069.46,2023-11-18,Lastschrift,Bezahlt,IT,EUR
FT11e5a5fd,SO70eac8c6,C38361d92,2024-12-10,2025-01-24,6454.42,2025-02-23,Überweisung,Ausstehend,Vertrieb,EUR
FTa71df5c1,SOccef0a09,,2024-11-11,2024-12-26,11252.57,2024-12-31,Lastschrift,Ausstehend,Vertrieb,EUR
FTf3b25bb5,SOd9da8f08,C3f843499,2023-12-12,2023-12-12,1252.72,2023-12-12,Überweisung,Bezahlt,Finanzen,EUR
FTdba80735,SOb438d5a9,C9670ea64,2024-12-23,2025-02-18,10128.04,2025-02-23,Lastschrift,Ausstehend,Vertrieb,EUR
FT7d836c4e,SO0fb98179,Cc2f96476,2024-03-07,2024-05-02,9969.92,2024-06-01,Kreditkarte,Bezahlt,Finanzen,EUR
FT9db80966,SOb35df981,C37903667,2024-07-01,2024-07-01,1137.32,2024-07-01,Überweisung,Bezahlt,Vertrieb,EUR
FT454203f6,SO9c7123f1,Cc73ccd64,2023-11-23,2023-11-23,728.0,2023-12-03,Überweisung,Bezahlt,Vertrieb,EUR
FT9c646189,SOe569a786,Cf5ed7b3f,2024-04-28,2024-04-25,638.07,2024-04-25,Kreditkarte,Bezahlt,Einkauf,EUR
FT89977160,SO58d1cd56,C2745d577,2023-06-02,2023-07-02,3274.66,2023-07-12,Lastschrift,Bezahlt,Einkauf,EUR
FTc4ca23e4,SO58d1cd56,C2745d577,2023-06-02,2023-07-02,3239.72,2023-07-22,Überweisung,Bezahlt,Einkauf,EUR
FT1600c011,SO2d382dda,,2023-07-15,2023-08-28,6666.72,2023-08-28,Lastschrift,Bezahlt,HR,EUR
FT85b7838f,SO2d382dda,,2023-07-15,2023-08-28,3146.54,2023-08-29,Kreditkarte,Bezahlt,HR,EUR
FT05a85840,SO0f4536e9,C0641716f,2024-07-13,2024-08-08,5495.63,2024-08-08,Überweisung,Bezahlt,Produktion,EUR
FTd6636a4c,SO89b291c1,C074fd1fe,2024-01-13,2024-01-13,7225.89,2024-01-18,Lastschrift,Bezahlt,IT,EUR
FT295dd60a,SO60ad5b3a,C5c74d310,2023-11-28,2024-01-12,175.69,2024-01-22,Lastschrift,Bezahlt,HR,EUR
FTf03249f2,SO637697e4,C2b4198e0,2023-03-08,2023-05-03,8095.49,2023-05-03,Überweisung,Bezahlt,IT,EUR
FT70da10a3,SO3544c13f,C732530f3,2023-09-17,2023-10-13,8165.72,2023-11-12,Kreditkarte,Bezahlt,Einkauf,EUR
FT18bd8335,SOf705652a,Cca6a5fc0,2024-02-13,2024-03-14,8615.82,2024-04-13,Kreditkarte,Bezahlt,Vertrieb,EUR
FT50335bc1,SOe3289035,C275f50b1,2023-12-02,2024-01-01,1253.27,2024-01-01,Lastschrift,Bezahlt,Vertrieb,EUR
FTeaf3fd4b,SO479b2e0b,Caad1aa13,2023-01-19,2023-02-16,15075.96,2023-02-26,Kreditkarte,Bezahlt,Finanzen,EUR
FT0da610a6,SO4fa983a1,C138a901b,2023-10-20,2023-11-19,12486.7,2023-11-19,Lastschrift,Bezahlt,Finanzen,EUR
FT10778020,SO198af8c3,C724c4e71,2024-04-15,2024-05-15,1994.04,2024-06-14,Lastschrift,Bezahlt,IT,EUR
FT207c1ce6,SOb2993087,Cfbe3e017,2023-01-12,2023-02-26,15185.02,2023-03-08,Überweisung,Bezahlt,Finanzen,EUR
FTa2113565,SO26b70b7b,C5c74d310,2024-02-29,2024-04-13,2517.03,2024-05-13,Lastschrift,Bezahlt,HR,EUR
FT3d3d59df,SO54a9f687,C7c206597,2023-01-07,2023-02-04,293.89,2023-02-04,Lastschrift,Bezahlt,HR,EUR
FTc1a2c2bd,SO4fef6cb7,C0b7bb4bc,2024-11-02,2024-12-27,2219.25,2024-12-27,Lastschrift,Ausstehend,IT,EUR
FT30348efa,SO4fef6cb7,C0b7bb4bc,2024-11-02,2024-12-27,3388.14,2025-01-05,Überweisung,Ausstehend,IT,EUR
FT984f6988,SO755abed5,C18de9483,2024-10-19,2024-10-19,297.68,2024-10-24,Kreditkarte,Bezahlt,HR,EUR
FTe74a3195,SO78c35b98,C80d63928,2023-08-02,2023-09-11,8775.95,2023-09-11,Kreditkarte,Bezahlt,Produktion,EUR
FTc4d889d9,SO5326fa33,C6e13dd23,2024-09-07,2024-09-07,13138.78,2024-09-07,Lastschrift,Bezahlt,Vertrieb,EUR
FTaf78838c,SO9e9c3902,,2024-04-14,2024-04-14,,2024-04-29,Überweisung,Bezahlt,IT,EUR
FTc025e680,SO2fc709d7,C6e1dd11f,2023-11-08,2023-12-23,8778.08,2023-12-23,Überweisung,Bezahlt,IT,EUR
FTfe1bb8e3,SOeebb6b62,C3275bcae,2024-12-17,2025-01-29,1246.35,2025-02-08,Überweisung,Ausstehend,Einkauf,EUR
FTeb36cea7,SOeebb6b62,C3275bcae,2024-12-17,2025-01-29,1965.96,2025-02-14,Überweisung,Ausstehend,Einkauf,EUR
FT36ac32a9,SO9e3a09a2,C208d4251,2023-12-19,2024-02-15,367.19,2024-02-15,Lastschrift,Bezahlt,Vertrieb,EUR
FTdad97eb1,SO22536c09,Ccc22c52a,2023-08-24,2023-10-08,4570.99,2023-11-07,Lastschrift,Bezahlt,Finanzen,EUR
FT05b23aee,SO22536c09,Ccc22c52a,2023-08-24,2023-10-08,3248.08,2023-11-13,Überweisung,Bezahlt,Finanzen,EUR
FTcefcbd99,SOa28de32c,,2023-04-16,2023-04-16,1316.55,2023-04-16,Überweisung,Bezahlt,Vertrieb,EUR
FT08a7b9dd,SO53328fc2,Ce17b4857,2023-12-25,2023-12-23,739.56,2023-12-23,Lastschrift,Bezahlt,Produktion,EUR
FTb58aa577,SOcf2d4b0e,C5bd787f1,2023-07-13,2023-08-10,12389.61,2023-08-10,Überweisung,Bezahlt,Einkauf,EUR
FT11dc1ed0,SO8af15a7c,Cd6f978c2,2023-02-09,2023-03-11,12210.28,2023-03-21,Kreditkarte,Bezahlt,IT,EUR
FT8f5ee1a3,SO63c0b07f,Cbab00c56,2023-03-18,2023-04-17,5816.61,2023-04-22,Kreditkarte,Bezahlt,Produktion,EUR
FT2f4a48e7,SO4b28dbe2,C03a98fb3,2023-06-25,2023-06-25,18332.65,2023-07-10,Überweisung,Bezahlt,HR,EUR
FT69132225,SOfef30009,Cbbd2eaf2,2024-09-28,2024-09-28,69.73,2024-10-13,Kreditkarte,Bezahlt,Vertrieb,EUR
FT3c609537,SO1290e7d6,C3b214d0c,2023-02-20,2023-04-06,67.09,2023-04-06,Überweisung,Bezahlt,Finanzen,EUR
FTb0dc0d39,SO05e997e0,,2024-06-12,2024-06-12,6911.56,2024-06-17,Überweisung,Bezahlt,Produktion,EUR
FT107a31d2,SOa0bd55f1,Cb0fb7360,2023-11-01,2023-12-31,4976.41,2024-01-30,Kreditkarte,Bezahlt,IT,EUR
FT7b27dd79,SOa0bd55f1,Cb0fb7360,2023-11-01,2023-12-31,6106.46,2024-02-04,Lastschrift,Bezahlt,IT,EUR
FT8de82756,SOd3fb0071,Cddb5b335,2023-11-16,2023-11-16,12273.92,2023-11-16,Kreditkarte,Bezahlt,Produktion,EUR
FT26f18ef7,SO3e213dde,C1d070d6e,2024-01-10,2024-03-10,10606.03,2024-04-09,Kreditkarte,Bezahlt,Einkauf,EUR
FT019db074,SO7c30cbbc,C6d8ea5e4,2023-06-10,2023-07-25,17998.23,2023-07-25,Lastschrift,Bezahlt,Produktion,EUR
FT28f9d0d1,SO51aef428,C03a98fb3,2024-11-15,2024-11-15,976.88,2024-11-15,Lastschrift,Ausstehend,HR,EUR
FTab4ab30b,SO51aef428,C03a98fb3,2024-11-15,2024-11-15,2185.91,2024-11-19,Kreditkarte,Ausstehend,HR,EUR
FT68dc70af,SO48e896c5,Cf8b4383e,2024-03-18,2024-03-18,9068.37,2024-04-02,Kreditkarte,Bezahlt,Finanzen,EUR
FTb5ee31f5,SO9de3e0e1,C42e5a792,2024-02-03,2024-04-01,1130.1,2024-04-16,Überweisung,Bezahlt,Einkauf,EUR
FT561f976b,SOfe3ceaee,Cda8e4736,2024-07-02,2024-07-02,24871.9,2024-07-07,Überweisung,Bezahlt,Vertrieb,EUR
FTbc7d5116,SO62b29f00,Cca45c3ff,2023-04-29,2023-06-28,14695.82,2023-06-28,Lastschrift,Bezahlt,Finanzen,EUR
FTecc663a2,SO45f94ba1,C12ba5ea5,2023-08-19,2023-10-03,3322.8,2023-10-03,Kreditkarte,Bezahlt,Produktion,EUR
FTbe19bd7a,SOd669b67b,,2024-08-28,2024-09-27,598.1,2024-10-02,Lastschrift,Bezahlt,Finanzen,EUR
FT587f0a98,SOb8e4e660,C3eb6018e,2023-11-27,2023-11-27,19111.95,2023-12-27,Kreditkarte,Bezahlt,Einkauf,EUR
FT49fa57e5,SOcdcdbb10,C6823df44,2024-10-09,2024-11-08,943.74,2024-11-08,Überweisung,Ausstehend,IT,EUR
FTb3699710,SO0a28673a,C3d3a92f2,2023-02-18,2023-04-04,11440.89,2023-04-04,Kreditkarte,Bezahlt,Finanzen,EUR
FT741b5da8,SO8e808ab9,C732530f3,2023-12-04,2024-01-03,4651.52,2024-02-02,Lastschrift,Bezahlt,Einkauf,EUR
FTdef96bf6,SO3b578730,C71d6670a,2023-02-15,2023-03-17,5289.62,2023-03-17,Lastschrift,Bezahlt,HR,EUR
FTb030cabf,SO33fddb10,C791dd684,2024-12-01,2024-12-01,6747.76,2024-12-01,Lastschrift,Ausstehend,IT,EUR
FTad5cb9e9,SOd1741db1,Cc105970a,2024-06-09,2024-07-09,722.21,2024-07-14,Lastschrift,Bezahlt,IT,EUR
FT8bd13ff2,SOd1741db1,Cc105970a,2024-06-09,2024-07-09,754.69,2024-07-17,Überweisung,Bezahlt,IT,EUR
FT6894616e,SO25f1e6cf,C86091f04,2024-03-22,2024-05-21,,2024-05-26,Lastschrift,Bezahlt,Vertrieb,EUR
FTb0175608,SO2fd83eb0,Ca6fb2402,2024-10-20,2024-10-20,,2024-10-20,Lastschrift,Bezahlt,HR,EUR
FT65562208,SO4840fd5e,Caa20bb87,2024-12-19,2025-01-18,9061.0,2025-02-17,Lastschrift,Ausstehend,HR,EUR
FTf46fa887,SO88c2b09a,C868f6ecf,2023-04-17,2023-06-01,5967.42,2023-06-01,Überweisung,Bezahlt,IT,EUR
FT2a5ab3f4,SOfebd56fa,Cddb5b335,2024-04-10,2024-04-10,811.18,2024-04-25,Lastschrift,Bezahlt,Produktion,EUR
FT3ef20384,SO6fba41e6,C99bf0109,2024-09-07,2024-10-03,4617.77,2024-10-18,Kreditkarte,Bezahlt,IT,EUR
FTc950e4a3,SO6fba41e6,C99bf0109,2024-09-07,2024-10-03,5842.31,2024-10-25,Kreditkarte,Bezahlt,IT,EUR
FT3dfb6b78,SO0711ed0d,C71d6670a,2024-12-21,2025-01-18,2266.31,2025-01-18,Lastschrift,Ausstehend,HR,EUR
FT0f5f9369,SOd51c19fd,C3f843499,2024-03-07,2024-03-06,6546.96,2024-03-21,Überweisung,Bezahlt,Finanzen,EUR
FT6ef969c4,SOc7fdd2e3,Cde58dcd9,2024-11-02,2024-12-02,7905.22,2024-12-17,Kreditkarte,Ausstehend,HR,EUR
FT556681f9,SO6213afb1,C81185451,2024-05-01,2024-06-28,3527.29,2024-07-13,Überweisung,Bezahlt,IT,EUR
FTa4d1032d,SO51200d8c,C13afda51,2023-06-01,2023-05-28,885.56,2023-06-27,Lastschrift,Bezahlt,Finanzen,EUR
FT988f890a,SO664f1a52,C96c2fc47,2024-12-30,2025-02-13,17397.07,2025-02-23,Kreditkarte,Ausstehend,Finanzen,EUR
FTad551403,SO35993d83,Cf5ed7b3f,2023-07-16,2023-07-16,1839.47,2023-07-31,Überweisung,Bezahlt,Einkauf,EUR
FT48df1450,SO64757b11,Cf71d2fa1,2024-06-30,2024-08-14,5331.43,2024-08-14,Lastschrift,Bezahlt,Finanzen,EUR
FT13e7a67d,SOb264e0a7,,2024-04-05,2024-04-05,3550.61,2024-05-05,Überweisung,Bezahlt,Einkauf,EUR
FTa2160bf2,SOb2818e13,C1252c1b1,2024-11-27,2025-01-25,82.87,2025-02-09,Lastschrift,Ausstehend,IT,EUR
FT7cef4001,SO0e4bf6c7,Cca45c3ff,2024-07-25,2024-09-20,11672.3,2024-09-20,Lastschrift,Bezahlt,Finanzen,EUR
FT39ee8909,SO1c5591ef,,2024-06-07,2024-07-07,2923.33,2024-07-07,Überweisung,Bezahlt,HR,EUR
FTfabb2372,SO4e3f4962,C73e2fe44,2023-05-31,2023-06-30,2334.4,2023-06-30,Überweisung,Bezahlt,Einkauf,EUR
FT1a11ba7d,SO4e3f4962,C73e2fe44,2023-05-31,2023-06-30,2676.57,2023-07-04,Lastschrift,Bezahlt,Einkauf,EUR
FT55e41c61,SO5b3bf5ce,Ce02f09fc,2024-11-25,2024-12-25,5300.68,2024-12-25,Kreditkarte,Ausstehend,Finanzen,EUR
FTb6c2043a,SO29105913,C3275bcae,2024-10-24,2024-12-08,271.81,2024-12-23,Überweisung,Ausstehend,Einkauf,EUR
FT8d9ca8b1,SOe1b97621,C303ae767,2024-09-21,2024-11-05,7575.53,2024-11-05,Lastschrift,Bezahlt,Vertrieb,EUR
FT7a6d4b70,SO7d6a001c,C1bcb89ea,2024-11-07,2025-01-02,11406.46,2025-01-07,Überweisung,Ausstehend,HR,EUR
FT8a743a04,SO3e0169d5,C33fee75a,2024-10-20,2024-12-19,2628.21,2024-12-19,Kreditkarte,Ausstehend,Vertrieb,EUR
FT7e1d26aa,SO3e0169d5,C33fee75a,2024-10-20,2024-12-19,2126.58,2024-12-27,Lastschrift,Ausstehend,Vertrieb,EUR
FTcabccfad,SO82226747,C2212de05,2023-06-03,2023-07-03,14644.2,2023-07-03,Überweisung,Bezahlt,Produktion,EUR
FT04d086a9,SOa6a81c15,Ca5ca84fd,2024-08-25,2024-10-09,12757.5,2024-10-09,Überweisung,Bezahlt,Finanzen,EUR
FTf445417e,SO6edf423a,C0b362343,2024-07-14,2024-09-12,14563.64,2024-09-22,Überweisung,Bezahlt,Einkauf,EUR
FTb87b067f,SO8383c9c0,C967d50a7,2023-02-17,2023-04-15,5617.26,2023-04-30,Kreditkarte,Bezahlt,Produktion,EUR
FTfd4db6a7,SOc3ed8a1a,C31bd71a6,2024-12-10,2024-12-10,11610.98,2024-12-25,Lastschrift,Ausstehend,Vertrieb,EUR
FT941555c4,SOc3ed8a1a,C31bd71a6,2024-12-10,2024-12-10,13250.9,2024-12-28,Kreditkarte,Ausstehend,Vertrieb,EUR
FT40b52f0b,SOf7913d1f,Cf02cd960,2023-08-25,2023-10-09,4908.64,2023-10-19,Lastschrift,Bezahlt,Finanzen,EUR
FT70acd33e,SOd3ac79b4,Cf92b9ef9,2024-07-23,2024-08-20,97.61,2024-08-20,Überweisung,Bezahlt,Produktion,EUR
FT9a48c427,SOd1551cad,Ce38cd301,2023-01-17,2023-02-16,15244.28,2023-03-18,Lastschrift,Bezahlt,Einkauf,EUR
FT023d62ff,SOd1551cad,Ce38cd301,2023-01-17,2023-02-16,9859.42,2023-03-23,Lastschrift,Bezahlt,Einkauf,EUR
FT28c7e773,SOf29989ef,C0641716f,2024-07-15,2024-08-14,1164.94,2024-08-29,Lastschrift,Bezahlt,Produktion,EUR
FT7f120978,SO19799c38,Cf4a92678,2023-05-31,2023-06-30,23076.06,2023-07-05,Lastschrift,Bezahlt,Vertrieb,EUR
FT1874e694,SO500692ed,Cdfca3639,2024-11-09,2024-11-09,235.42,2024-11-09,Kreditkarte,Ausstehend,Vertrieb,EUR
FTfdde7fd2,SO656fee8f,C8edb23e1,2023-03-15,2023-04-11,3100.92,2023-04-21,Lastschrift,Bezahlt,Finanzen,EUR
FT1c98f480,SO0c0e687a,C5ba38685,2023-02-15,2023-03-17,7897.16,2023-04-16,Überweisung,Bezahlt,Finanzen,EUR
FTfdf5a71e,SO734d2ac0,C37903667,2024-10-01,2024-09-29,9737.37,2024-09-29,Lastschrift,Bezahlt,Vertrieb,EUR
FT127809a3,SOa455c446,C5faf8fa4,2023-09-13,2023-09-13,704.84,2023-09-18,Kreditkarte,Bezahlt,Produktion,EUR
FT89595249,SO62c2ff51,Cbbd2eaf2,2023-02-23,2023-02-20,138.12,2023-02-25,Überweisung,Bezahlt,Vertrieb,EUR
FT6b1013ef,SO10f96e26,Ccb63ede4,2024-06-03,2024-08-02,8424.58,2024-08-02,Überweisung,Bezahlt,Finanzen,EUR
FT3ea0d558,SO92e75970,,2023-11-16,2024-01-15,5256.33,2024-01-20,Überweisung,Bezahlt,Produktion,EUR
FT18b685ef,SO186620bf,C89e40436,2023-01-06,2023-02-20,6582.38,2023-02-20,Kreditkarte,Bezahlt,Vertrieb,EUR
FT549f34ea,SO23aa2d6a,C14fe74cd,2024-09-30,2024-11-29,17071.72,2024-11-29,Überweisung,Ausstehend,HR,EUR
FTc1f68fe3,SO04e9429a,Cf3039fb6,2024-07-24,2024-09-07,2196.23,2024-09-17,Kreditkarte,Bezahlt,Produktion,EUR
FTc61e1c2c,SO6a9939ee,,2024-06-11,2024-06-09,310.64,2024-06-14,Lastschrift,Bezahlt,Finanzen,EUR
FT24d08bdb,SOf46f144b,C9670ea64,2024-09-04,2024-10-31,6503.0,2024-11-15,Kreditkarte,Ausstehend,Vertrieb,EUR
FT10ac527c,SO07290604,Cdfca3639,2023-03-15,2023-03-15,2693.88,2023-03-30,Überweisung,Bezahlt,Vertrieb,EUR
FTc7bb0fb9,SO6d21f966,C0b362343,2024-07-23,2024-09-19,,2024-09-19,Kreditkarte,Bezahlt,Einkauf,EUR
FT1b94fccb,SOa592e986,C6e13dd23,2023-07-08,2023-07-08,4574.74,2023-07-23,Kreditkarte,Bezahlt,Vertrieb,EUR
FT12404be0,SO45fc9651,C090d6a5d,2023-03-15,2023-04-14,288.41,2023-04-24,Überweisung,Bezahlt,Produktion,EUR
FTc5b6f3a3,SO0cfc4d9c,C149c3ed2,2024-07-31,2024-09-10,12107.79,2024-09-15,Lastschrift,Bezahlt,Vertrieb,EUR
FT4f6522e5,SOfd4082aa,C791dd684,2024-12-29,2024-12-29,738.49,2025-01-28,Kreditkarte,Ausstehend,IT,EUR
FT70ab6597,SOa2e6aa1d,C8a588552,2023-04-22,2023-05-22,1954.44,2023-05-22,Lastschrift,Bezahlt,Finanzen,EUR
FTf0524cc3,SO76a76e70,,2024-01-07,2024-02-04,4919.85,2024-03-05,Kreditkarte,Bezahlt,Finanzen,EUR
FT477d5333,SO3a7ec48d,Cb7027054,2023-03-22,2023-03-20,1975.05,2023-04-04,Lastschrift,Bezahlt,Finanzen,EUR
FT3a12a8c3,SOd4f17803,C9694b874,2023-12-05,2023-12-05,7885.9,2023-12-05,Kreditkarte,Bezahlt,HR,EUR
FT0d9f5157,SO71600204,,2024-07-30,2024-09-09,2328.46,2024-09-24,Überweisung,Bezahlt,Vertrieb,EUR
FTb263ccf9,SO71600204,,2024-07-30,2024-09-09,5026.52,2024-10-02,Überweisung,Bezahlt,Vertrieb,EUR
FT02434a72,SO0c651b9b,C33fee75a,2023-09-15,2023-11-14,452.73,2023-11-14,Überweisung,Bezahlt,Vertrieb,EUR
FT7ea237f5,SO16eea180,Ce2b8dd42,2023-08-03,2023-08-03,3401.93,2023-08-03,Kreditkarte,Bezahlt,Vertrieb,EUR
FTc4901f9d,SO6eea9f15,Cc2f96476,2024-04-02,2024-05-27,1329.12,2024-06-06,Lastschrift,Bezahlt,Finanzen,EUR
FT4cbca5db,SO2e6ff484,Ca0780042,2024-02-26,2024-04-11,26858.77,2024-04-11,Lastschrift,Bezahlt,Einkauf,EUR
FT0e0982f6,SO80b99f25,C1e3f9dc2,2023-08-15,2023-08-15,2166.12,2023-08-20,Lastschrift,Bezahlt,HR,EUR
FT315366c7,SO80b99f25,C1e3f9dc2,2023-08-15,2023-08-15,2080.11,2023-08-22,Kreditkarte,Bezahlt,HR,EUR
FTfb5d2b8c,SOb6a047e1,C14fe74cd,2023-07-15,2023-09-13,5532.3,2023-09-13,Kreditkarte,Bezahlt,HR,EUR
FTd74caf6f,SO68cbfcd9,C074fd1fe,2024-08-22,2024-08-22,836.82,2024-09-01,Lastschrift,Bezahlt,IT,EUR
FT1d2a89ff,SOf3a49770,C89e40436,2023-02-15,2023-03-30,2778.76,2023-03-30,Lastschrift,Bezahlt,Vertrieb,EUR
FTa532fec0,SO82f9538b,C791dd684,2023-11-19,2023-11-19,10571.4,2023-11-19,Überweisung,Bezahlt,IT,EUR
FT6faa4189,SOeba3baf6,,2023-09-22,2023-10-22,7662.35,2023-11-01,Lastschrift,Bezahlt,IT,EUR
FT90607aa9,SOf58e3e08,C208d4251,2023-06-10,2023-08-09,14541.25,2023-08-09,Lastschrift,Bezahlt,Vertrieb,EUR
FT80fc37f5,SOdfecae48,Ca6fb2402,2024-07-20,2024-07-20,233.31,2024-07-20,Lastschrift,Bezahlt,HR,EUR
FTf67b17b1,SO41d4fd95,C93c31129,2024-08-17,2024-08-14,68.8,2024-08-24,Kreditkarte,Bezahlt,Einkauf,EUR
FTf331163c,SOb05f5fd7,C5ba38685,2024-07-28,2024-08-27,6446.32,2024-08-27,Lastschrift,Bezahlt,Finanzen,EUR
FT4ac65930,SO37058103,C88e85c67,2023-11-02,2023-11-02,5044.17,2023-11-12,Lastschrift,Bezahlt,HR,EUR
FT76e3b39b,SO920ebb09,C9e5706df,2023-01-25,2023-02-22,8630.87,2023-03-24,Kreditkarte,Bezahlt,IT,EUR
FTd17bb554,SOd1f90b10,Caad1aa13,2023-10-28,2023-11-27,7121.11,2023-11-27,Überweisung,Bezahlt,Finanzen,EUR
FT7ec4f728,SOd1f90b10,Caad1aa13,2023-10-28,2023-11-27,15515.7,2023-11-29,Kreditkarte,Bezahlt,Finanzen,EUR
FT8882d9c6,SO5100bb43,C93c31129,2023-10-26,2023-10-26,8491.87,2023-11-10,Kreditkarte,Bezahlt,Einkauf,EUR
FT3aea0d22,SO5100bb43,C93c31129,2023-10-26,2023-10-26,6898.29,2023-11-19,Lastschrift,Bezahlt,Einkauf,EUR
FT039883ac,SO75c7701c,C73179274,2023-02-03,2023-03-18,6566.35,2023-04-17,Überweisung,Bezahlt,IT,EUR
FT4e7a29b7,SO11407812,C149c3ed2,2023-01-25,2023-03-11,6383.69,2023-03-11,Lastschrift,Bezahlt,Vertrieb,EUR
FTe8bdde31,SOa51c23ea,C074fd1fe,2024-06-07,2024-06-07,6939.34,2024-06-22,Kreditkarte,Bezahlt,IT,EUR
FT222c9614,SO17e0c690,C5faf8fa4,2023-01-10,2023-01-05,2930.98,2023-02-04,Kreditkarte,Bezahlt,Produktion,EUR
FT6416ebf5,SO2a57bd64,Ce6a2c2b8,2023-09-25,2023-11-20,13365.48,2023-11-20,Überweisung,Bezahlt,IT,EUR
FTe6ce452a,SO0a1e4acd,C6823df44,2024-05-11,2024-06-10,262.78,2024-06-15,Kreditkarte,Bezahlt,IT,EUR
FT002ddb13,SO6d4b5705,Ce02f09fc,2024-12-21,2025-01-20,1037.48,2025-02-19,Kreditkarte,Ausstehend,Finanzen,EUR
FT2a6ddf0d,SO035add38,,2023-01-01,2023-02-15,5199.48,2023-02-15,Überweisung,Bezahlt,Vertrieb,EUR
